"YEAR","EXPERIMENT","LOCATION","VARIETY","FAMILY","CHECK","RM","REPNO","YIELD","CLASS_OF","GRAD","BAGSOLD","YieldperRM","CHECK_NUMERIC","CLASS_OF_","CLASS_OF_2011","CLASS_OF_2012","CLASS_OF_2013","CLASS_OF_2014","CHECK_TRUE","CHECK_FALSE","YEAR_2009","YEAR_2010","YEAR_2011","YEAR_2012","YEAR_2013","YEAR_2014"
"2012","12YT002973","3240","V155843","FAM13991","TRUE.",3,1,42.3290189,"2011","YES",871341,14.1096729666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002973","3240","V155843","FAM13991","TRUE.",3,2,36.7841345,"2011","YES",871341,12.2613781666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002973","3340","V155843","FAM13991","TRUE.",3,1,79.0792497,"2011","YES",871341,26.3597499,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002973","3340","V155843","FAM13991","TRUE.",3,2,79.0792497,"2011","YES",871341,26.3597499,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002973","3410","V155843","FAM13991","TRUE.",3,1,69.2413885,"2011","YES",871341,23.0804628333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002973","3410","V155843","FAM13991","TRUE.",3,2,70.0639984,"2011","YES",871341,23.3546661333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002973","3490","V155843","FAM13991","TRUE.",3,1,38.1422141,"2011","YES",871341,12.7140713666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002973","3490","V155843","FAM13991","TRUE.",3,2,46.1521028,"2011","YES",871341,15.3840342666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","2340","V155843","FAM13991","TRUE.",3,1,54.8250461,"2011","YES",871341,18.2750153666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","2340","V155843","FAM13991","TRUE.",3,2,45.539309,"2011","YES",871341,15.1797696666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3210","V155843","FAM13991","TRUE.",3,1,59.4302934,"2011","YES",871341,19.8100978,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3210","V155843","FAM13991","TRUE.",3,2,62.8532249,"2011","YES",871341,20.9510749666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3240","V155843","FAM13991","TRUE.",3,1,33.7292362,"2011","YES",871341,11.2430787333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3240","V155843","FAM13991","TRUE.",3,2,39.3747906,"2011","YES",871341,13.1249302,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3340","V155843","FAM13991","TRUE.",3,1,65.2304962,"2011","YES",871341,21.7434987333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3340","V155843","FAM13991","TRUE.",3,2,77.2939543,"2011","YES",871341,25.7646514333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3410","V155843","FAM13991","TRUE.",3,1,69.7660031,"2011","YES",871341,23.2553343666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3410","V155843","FAM13991","TRUE.",3,2,77.3269657,"2011","YES",871341,25.7756552333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3490","V155843","FAM13991","TRUE.",3,1,47.9904843,"2011","YES",871341,15.9968281,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002974","3490","V155843","FAM13991","TRUE.",3,2,42.7016617,"2011","YES",871341,14.2338872333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","2340","V155843","FAM13991","TRUE.",3,1,51.2238229,"2011","YES",871341,17.0746076333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","2340","V155843","FAM13991","TRUE.",3,2,54.3106918,"2011","YES",871341,18.1035639333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3210","V155843","FAM13991","TRUE.",3,1,53.1032456,"2011","YES",871341,17.7010818666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3210","V155843","FAM13991","TRUE.",3,2,56.5263259,"2011","YES",871341,18.8421086333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3240","V155843","FAM13991","TRUE.",3,1,43.8540888,"2011","YES",871341,14.6180296,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3240","V155843","FAM13991","TRUE.",3,2,42.4021794,"2011","YES",871341,14.1340598,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3340","V155843","FAM13991","TRUE.",3,1,60.3632389,"2011","YES",871341,20.1210796333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3340","V155843","FAM13991","TRUE.",3,2,62.02318,"2011","YES",871341,20.6743933333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3420","V155843","FAM13991","TRUE.",3,1,63.5280268,"2011","YES",871341,21.1760089333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3420","V155843","FAM13991","TRUE.",3,2,57.1764434,"2011","YES",871341,19.0588144666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3490","V155843","FAM13991","TRUE.",3,1,45.2283767,"2011","YES",871341,15.0761255666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002978","3490","V155843","FAM13991","TRUE.",3,2,38.4555255,"2011","YES",871341,12.8185085,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","2340","V155843","FAM13991","TRUE.",3,1,42.5119202,"2011","YES",871341,14.1706400666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","2340","V155843","FAM13991","TRUE.",3,2,47.7253517,"2011","YES",871341,15.9084505666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3210","V155843","FAM13991","TRUE.",3,1,56.8372581,"2011","YES",871341,18.9457527,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3210","V155843","FAM13991","TRUE.",3,2,62.334261,"2011","YES",871341,20.778087,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3240","V155843","FAM13991","TRUE.",3,1,36.4662133,"2011","YES",871341,12.1554044333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3240","V155843","FAM13991","TRUE.",3,2,40.0332354,"2011","YES",871341,13.3444118,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3340","V155843","FAM13991","TRUE.",3,1,65.7571925,"2011","YES",871341,21.9190641666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3340","V155843","FAM13991","TRUE.",3,2,68.3502278,"2011","YES",871341,22.7834092666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3420","V155843","FAM13991","TRUE.",3,1,56.5718281,"2011","YES",871341,18.8572760333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3420","V155843","FAM13991","TRUE.",3,2,53.8996843,"2011","YES",871341,17.9665614333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3490","V155843","FAM13991","TRUE.",3,1,47.1879489,"2011","YES",871341,15.7293163,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002979","3490","V155843","FAM13991","TRUE.",3,2,49.6232132,"2011","YES",871341,16.5410710666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","2340","V155843","FAM13991","TRUE.",3,1,47.1079481,"2011","YES",871341,15.7026493666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","2340","V155843","FAM13991","TRUE.",3,2,41.6292354,"2011","YES",871341,13.8764118,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3210","V155843","FAM13991","TRUE.",3,1,58.8082802,"2011","YES",871341,19.6027600666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3210","V155843","FAM13991","TRUE.",3,2,54.5553038,"2011","YES",871341,18.1851012666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3240","V155843","FAM13991","TRUE.",3,1,39.6262428,"2011","YES",871341,13.2087476,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3240","V155843","FAM13991","TRUE.",3,2,30.290245,"2011","YES",871341,10.0967483333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3340","V155843","FAM13991","TRUE.",3,1,66.690138,"2011","YES",871341,22.230046,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3340","V155843","FAM13991","TRUE.",3,2,60.052158,"2011","YES",871341,20.017386,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3420","V155843","FAM13991","TRUE.",3,1,55.2802176,"2011","YES",871341,18.4267392,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3420","V155843","FAM13991","TRUE.",3,2,51.6143098,"2011","YES",871341,17.2047699333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3490","V155843","FAM13991","TRUE.",3,1,41.2292317,"2011","YES",871341,13.7430772333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002980","3490","V155843","FAM13991","TRUE.",3,2,40.1385152,"2011","YES",871341,13.3795050666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","2290","V155820","FAM12533","TRUE.",2.8,1,62.2139625,"2011","YES",1061421,22.2192723214286,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","2290","V155820","FAM12533","TRUE.",2.8,2,51.6031573,"2011","YES",1061421,18.4296990357143,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","2290","V155842","FAM13982","TRUE.",2.4,1,47.6927863,"2011","YES",634171,19.8719942916667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","2290","V155842","FAM13982","TRUE.",2.4,2,45.4593083,"2011","YES",634171,18.9413784583333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","2440","V155820","FAM12533","TRUE.",2.8,1,51.8009287,"2011","YES",1061421,18.5003316785714,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","2440","V155820","FAM12533","TRUE.",2.8,2,50.8028525,"2011","YES",1061421,18.1438758928571,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","2440","V155842","FAM13982","TRUE.",2.4,1,58.5015115,"2011","YES",634171,24.3756297916667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","2440","V155842","FAM13982","TRUE.",2.4,2,49.0420926,"2011","YES",634171,20.43420525,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3210","V155820","FAM12533","TRUE.",2.8,1,48.8502692,"2011","YES",1061421,17.4465247142857,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3210","V155820","FAM12533","TRUE.",2.8,2,53.5172272,"2011","YES",1061421,19.1132954285714,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3210","V155842","FAM13982","TRUE.",2.4,1,58.7031491,"2011","YES",634171,24.4596454583333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3210","V155842","FAM13982","TRUE.",2.4,2,53.9332905,"2011","YES",634171,22.472204375,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3330","V155820","FAM12533","TRUE.",2.8,1,58.8082802,"2011","YES",1061421,21.0029572142857,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3330","V155820","FAM12533","TRUE.",2.8,2,67.1039709,"2011","YES",1061421,23.9657038928571,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3330","V155842","FAM13982","TRUE.",2.4,1,63.1641572,"2011","YES",634171,26.3183988333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3330","V155842","FAM13982","TRUE.",2.4,2,70.5270511,"2011","YES",634171,29.3862712916667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3340","V155820","FAM12533","TRUE.",2.8,1,60.9851034,"2011","YES",1061421,21.7803940714286,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3340","V155820","FAM12533","TRUE.",2.8,2,65.5653692,"2011","YES",1061421,23.4162032857143,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3340","V155842","FAM13982","TRUE.",2.4,1,55.4003674,"2011","YES",634171,23.0834864166667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002983","3340","V155842","FAM13982","TRUE.",2.4,2,54.1715084,"2011","YES",634171,22.5714618333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","2440","V136868","FAM14049","TRUE.",4.1,1,51.7854638,"2011","YES",334643,12.6306009268293,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","2440","V136868","FAM14049","TRUE.",4.1,2,54.3776069,"2011","YES",334643,13.2628309512195,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","3210","V136868","FAM14049","TRUE.",4.1,1,51.3404039,"2011","YES",334643,12.5220497317073,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","3210","V136868","FAM14049","TRUE.",4.1,2,58.4973479,"2011","YES",334643,14.2676458292683,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","3270","V136868","FAM14049","TRUE.",4.1,1,56.3182942,"2011","YES",334643,13.7361693170732,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","3270","V136868","FAM14049","TRUE.",4.1,2,58.1864157,"2011","YES",334643,14.1918087073171,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","3320","V136868","FAM14049","TRUE.",4.1,1,57.251091,"2011","YES",334643,13.9636807317073,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","3320","V136868","FAM14049","TRUE.",4.1,2,52.2733494,"2011","YES",334643,12.7495974146341,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","3340","V136868","FAM14049","TRUE.",4.1,1,66.1243335,"2011","YES",334643,16.1278862195122,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002990","3340","V136868","FAM14049","TRUE.",4.1,2,62.5488355,"2011","YES",334643,15.2558135365854,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","2440","V136868","FAM14049","TRUE.",4.1,1,40.8521278,"2011","YES",334643,9.9639336097561,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","2440","V136868","FAM14049","TRUE.",4.1,2,49.2554774,"2011","YES",334643,12.0135310731707,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","3210","V136868","FAM14049","TRUE.",4.1,1,55.0744164,"2011","YES",334643,13.4327844878049,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","3210","V136868","FAM14049","TRUE.",4.1,2,51.3404039,"2011","YES",334643,12.5220497317073,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","3270","V136868","FAM14049","TRUE.",4.1,1,57.251091,"2011","YES",334643,13.9636807317073,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","3270","V136868","FAM14049","TRUE.",4.1,2,49.2664813,"2011","YES",334643,12.0162149512195,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","3320","V136868","FAM14049","TRUE.",4.1,1,49.7832147,"2011","YES",334643,12.1422474878049,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","3320","V136868","FAM14049","TRUE.",4.1,2,46.2573826,"2011","YES",334643,11.2822884390244,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","3340","V136868","FAM14049","TRUE.",4.1,1,64.8954745,"2011","YES",334643,15.8281645121951,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002993","3340","V136868","FAM14049","TRUE.",4.1,2,70.2562679,"2011","YES",334643,17.135675097561,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","2440","V136868","FAM14049","TRUE.",4.1,1,44.6136498,"2011","YES",334643,10.881378,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","2440","V136868","FAM14049","TRUE.",4.1,2,61.3937318,"2011","YES",334643,14.9740809268293,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","3210","V136868","FAM14049","TRUE.",4.1,1,57.0454385,"2011","YES",334643,13.9135215853659,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","3210","V136868","FAM14049","TRUE.",4.1,2,51.2351241,"2011","YES",334643,12.4963717317073,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","3270","V136868","FAM14049","TRUE.",4.1,1,59.3250136,"2011","YES",334643,14.4695155121951,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","3270","V136868","FAM14049","TRUE.",4.1,2,63.0590261,"2011","YES",334643,15.3802502682927,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","3320","V136868","FAM14049","TRUE.",4.1,1,54.7633355,"2011","YES",334643,13.356911097561,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","3320","V136868","FAM14049","TRUE.",4.1,2,52.895214,"2011","YES",334643,12.9012717073171,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","3340","V136868","FAM14049","TRUE.",4.1,1,61.5440678,"2011","YES",334643,15.0107482439024,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002994","3340","V136868","FAM14049","TRUE.",4.1,2,55.4003674,"2011","YES",334643,13.5122847317073,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","2440","V136868","FAM14049","TRUE.",4.1,1,48.0706337,"2011","YES",334643,11.7245448048781,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","2440","V136868","FAM14049","TRUE.",4.1,2,51.3475415,"2011","YES",334643,12.5237906097561,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","3210","V136868","FAM14049","TRUE.",4.1,1,50.9241919,"2011","YES",334643,12.4205346097561,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","3210","V136868","FAM14049","TRUE.",4.1,2,52.37625,"2011","YES",334643,12.7746951219512,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","3270","V136868","FAM14049","TRUE.",4.1,1,56.9401587,"2011","YES",334643,13.8878435853659,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","3270","V136868","FAM14049","TRUE.",4.1,2,65.7571925,"2011","YES",334643,16.0383396341463,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","3320","V136868","FAM14049","TRUE.",4.1,1,46.9845269,"2011","YES",334643,11.4596407073171,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","3320","V136868","FAM14049","TRUE.",4.1,2,56.0072132,"2011","YES",334643,13.660295902439,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","3340","V136868","FAM14049","TRUE.",4.1,1,54.5063814,"2011","YES",334643,13.2942393658537,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002995","3340","V136868","FAM14049","TRUE.",4.1,2,60.3153574,"2011","YES",334643,14.7110627804878,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2170","V155843","FAM13991","TRUE.",3,1,64.6713831,"2011","YES",871341,21.5571277,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2170","V155843","FAM13991","TRUE.",3,2,62.4380538,"2011","YES",871341,20.8126846,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2170","V156642","FAM14133","FALSE.",3,1,59.0866471,"2013","YES",297725,19.6955490333333,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","2170","V156642","FAM14133","FALSE.",3,2,74.5015119,"2013","YES",297725,24.8338373,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","2260","V155843","FAM13991","TRUE.",3,1,62.1031808,"2011","YES",871341,20.7010602666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2260","V155843","FAM13991","TRUE.",3,2,65.6761509,"2011","YES",871341,21.8920503,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2260","V156642","FAM14133","FALSE.",3,1,66.2351152,"2013","YES",297725,22.0783717333333,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","2260","V156642","FAM14133","FALSE.",3,2,66.1243335,"2013","YES",297725,22.0414445,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","2320","V155843","FAM13991","TRUE.",3,1,64.2548737,"2011","YES",871341,21.4182912333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2320","V155843","FAM13991","TRUE.",3,2,66.7586888,"2011","YES",871341,22.2528962666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2320","V156642","FAM14133","FALSE.",3,1,62.6315128,"2013","YES",297725,20.8771709333333,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","2320","V156642","FAM14133","FALSE.",3,2,62.0117301,"2013","YES",297725,20.6705767,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","2405","V155843","FAM13991","TRUE.",3,1,49.0835799,"2011","YES",871341,16.3611933,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2405","V155843","FAM13991","TRUE.",3,2,63.0771675,"2011","YES",871341,21.0257225,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2405","V156642","FAM14133","FALSE.",3,1,60.2242042,"2013","YES",297725,20.0747347333333,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","2405","V156642","FAM14133","FALSE.",3,2,58.0042578,"2013","YES",297725,19.3347526,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","2420","V155843","FAM13991","TRUE.",3,1,67.8220445,"2011","YES",871341,22.6073481666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2420","V155843","FAM13991","TRUE.",3,2,65.8532529,"2011","YES",871341,21.9510843,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","2420","V156642","FAM14133","FALSE.",3,1,71.1054951,"2013","YES",297725,23.7018317,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","2420","V156642","FAM14133","FALSE.",3,2,61.1909046,"2013","YES",297725,20.3969682,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3120","V155843","FAM13991","TRUE.",3,1,40.2094452,"2011","YES",871341,13.4031484,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3120","V155843","FAM13991","TRUE.",3,2,64.1124188,"2011","YES",871341,21.3708062666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3120","V156642","FAM14133","FALSE.",3,1,88.6852872,"2013","YES",297725,29.5617624,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3120","V156642","FAM14133","FALSE.",3,2,69.3624306,"2013","YES",297725,23.1208102,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3130","V155843","FAM13991","TRUE.",3,1,51.6031573,"2011","YES",871341,17.2010524333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3130","V156642","FAM14133","FALSE.",3,1,50.70932,"2013","YES",297725,16.9031066666667,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3130","V156642","FAM14133","FALSE.",3,2,54.5063814,"2013","YES",297725,18.1687938,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3140","V155843","FAM13991","TRUE.",3,1,65.0064049,"2011","YES",871341,21.6688016333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3140","V155843","FAM13991","TRUE.",3,2,61.4332861,"2011","YES",871341,20.4777620333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3140","V156642","FAM14133","FALSE.",3,1,85.2230988,"2013","YES",297725,28.4076996,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3140","V156642","FAM14133","FALSE.",3,2,73.7184563,"2013","YES",297725,24.5728187666667,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3202","V155843","FAM13991","TRUE.",3,1,55.9800011,"2011","YES",871341,18.6600003666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3202","V155843","FAM13991","TRUE.",3,2,62.2481635,"2011","YES",871341,20.7493878333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3202","V156642","FAM14133","FALSE.",3,1,68.5021995,"2013","YES",297725,22.8340665,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3202","V156642","FAM14133","FALSE.",3,2,64.4306374,"2013","YES",297725,21.4768791333333,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3210","V155843","FAM13991","TRUE.",3,1,64.9271476,"2011","YES",871341,21.6423825333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3210","V155843","FAM13991","TRUE.",3,2,62.6451933,"2011","YES",871341,20.8817311,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3210","V156642","FAM14133","FALSE.",3,1,61.2960357,"2013","YES",297725,20.4320119,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3210","V156642","FAM14133","FALSE.",3,2,63.9942021,"2013","YES",297725,21.3314007,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3240","V155843","FAM13991","TRUE.",3,1,34.890734,"2011","YES",871341,11.6302446666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3240","V155843","FAM13991","TRUE.",3,2,36.3816029,"2011","YES",871341,12.1272009666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3240","V156642","FAM14133","FALSE.",3,1,41.258823,"2013","YES",297725,13.752941,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3240","V156642","FAM14133","FALSE.",3,2,46.1155225,"2013","YES",297725,15.3718408333333,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2012","12YT002996","3250","V155843","FAM13991","TRUE.",3,1,61.2938052,"2011","YES",871341,20.4312684,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"2012","12YT002996","3250","V155843","FAM13991","TRUE.",3,2,61.3944753,"2011","YES",871341,20.4648251,1,0,1,0,0,0,1,0,0,0,0,1,0,0
